CellID	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96
CellType	empty	empty	empty	empty	empty	empty	1 LTiP	1 LTiP	1 LTiP	1 LTiP	1 LTiP	1 LTiP	10 ILCP	10 ILCP	10 ILCP	10 ILCP	10 ILCP	10 ILCP	1 LTiP	1 LTiP	1 LTiP	1 LTiP	1 LTiP	1 LTiP	10 LTiP	10 LTiP	10 LTiP	10 LTiP	10 LTiP	10 LTiP	1 LTiP	1 LTiP	1 LTiP	1 LTiP	1 LTiP	1 LTiP	10 a4b7+	10 a4b7+	10 a4b7+	10 a4b7+	10 a4b7+	10 a4b7+	1 LTiP	1 LTiP	1 LTiP	1 LTiP	1 LTiP	1 LTiP	1 ILCP	1 ILCP	1 ILCP	1 ILCP	1 ILCP	1 ILCP	1 a4b7+	1 a4b7+	1 a4b7+	1 a4b7+	1 a4b7+	1 a4b7+	1 ILCP	1 ILCP	1 ILCP	1 ILCP	1 ILCP	1 ILCP	1 a4b7+	1 a4b7+	1 a4b7+	1 a4b7+	1 a4b7+	1 a4b7+	1 ILCP	1 ILCP	1 ILCP	1 ILCP	1 ILCP	1 ILCP	1 a4b7+	1 a4b7+	1 a4b7+	1 a4b7+	1 a4b7+	1 a4b7+	1 ILCP	1 ILCP	1 ILCP	1 ILCP	1 ILCP	1 ILCP	1 a4b7+	1 a4b7+	1 a4b7+	1 a4b7+	empty	empty
Ets1	NA	NA	NA	NA	NA	NA	17.46765707	17.65088114	17.61048529	18.12225703	17.32085324	18.18826475	14.32499293	14.30376887	14.27901642	14.19013496	14.13150725	14.37688853	17.35049972	16.52628392	15.81943172	18.91227456	16.55350351	18.16901494	13.80594757	13.79847146	13.92301785	14.47698534	13.71250703	13.63925173	NA	16.64278031	18.50105441	17.59432864	17.53495436	16.90056051	15.85500262	16.24733165	16.99571081	18.69873936	16.37840519	16.02688374	17.40672185	16.66879337	17.72199372	17.55729191	17.65866053	17.14108025	16.11327643	17.48065142	18.08862978	16.4155468	17.53545594	19.75216597	NA	21.12851612	NA	NA	18.2006419	NA	21.72445494	19.93638966	15.82670648	16.19872258	NA	18.95706849	19.04058302	18.08677365	16.93983209	21.67869626	NA	NA	15.96978776	18.79146942	17.38452081	19.19408447	16.28564817	NA	NA	17.29124622	18.48667984	NA	18.81971523	17.52746671	17.0532377	16.96964682	NA	18.61214656	16.14649264	27.07506317	18.79615395	NA	NA	17.80405517	NA	NA
Eomes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20.15469493	NA	NA	25.26275902	NA	NA	NA	NA	NA	NA	NA	22.86720381	19.86767636	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	27.33873311	22.87151301	NA	23.24357139	22.3673334	NA	22.75388738	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.6524499	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.73917983	NA	NA	NA	NA
Batf	NA	NA	NA	NA	NA	NA	NA	21.93639754	20.53828042	NA	21.97907638	NA	21.64275481	19.48904994	18.88853911	19.77366592	20.9024846	20.68823352	NA	NA	NA	21.86409357	21.50646069	NA	18.51849962	18.58328886	18.76531839	18.24230485	20.62040422	19.22490247	NA	NA	22.17352692	20.55312865	21.66246529	NA	20.43723029	19.98532626	21.84470099	19.55308861	19.42251083	19.19840413	21.36623067	NA	NA	21.73570365	NA	NA	NA	22.41829107	NA	21.74261512	20.98541485	NA	NA	20.90621344	NA	NA	21.60035912	NA	NA	NA	20.4901812	20.58133537	NA	NA	NA	NA	NA	NA	NA	NA	20.63383084	21.77809629	NA	NA	NA	20.56695385	NA	NA	NA	21.67438846	NA	NA	21.76190248	NA	NA	NA	NA	NA	NA	NA	NA	20.91468186	NA	NA
Nfatc1	NA	NA	NA	NA	NA	NA	19.75659219	19.62272837	18.97708728	NA	19.51175649	NA	17.12108966	17.05172894	17.09479424	17.15917429	17.45913876	16.94450268	19.47768165	20.45160053	19.04203642	21.72128071	18.62960499	18.96706638	16.14157206	15.759108	16.2419838	16.87935061	15.7132559	16.22450669	NA	20.06075437	21.88565717	21.91400504	20.67578434	20.72006259	17.41591504	17.0880538	16.94808886	17.48810371	17.54106014	17.29382644	19.65367103	18.94244171	18.65779247	19.30097344	21.71707468	18.26773633	20.41977269	19.77505097	20.34928382	21.90520596	21.90175202	20.31606137	20.26439531	18.67525529	NA	21.65664829	21.67001055	NA	21.92088582	21.83960919	19.88365842	22.02325309	20.69420616	21.62908127	21.77648556	20.17526137	20.8938698	20.95231277	20.32702098	19.91706357	19.95305493	19.8401765	21.48477313	NA	NA	21.30511296	20.77017517	20.91802834	21.58647095	20.7803192	22.55538214	20.96617977	NA	20.75561451	21.12945153	22.33961403	19.21105667	NA	22.33352919	19.56957899	20.966839	20.40704366	NA	NA
Hes1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17.35202269	17.45450532	16.9871435	17.91725898	19.30275287	16.53611099	NA	NA	NA	NA	NA	NA	23.27553945	17.34435458	21.70894108	19.42228504	NA	20.68648938	NA	22.82592726	19.95695504	NA	NA	NA	17.75103805	18.61496556	20.87987228	NA	19.01487267	20.07437525	NA	NA	NA	NA	NA	NA	19.84006615	21.81007146	26.5438058	NA	21.64971717	20.1232266	NA	NA	NA	22.70472004	NA	NA	19.24753919	21.88490412	20.65257448	NA	17.25918115	NA	19.87253653	21.35387935	NA	17.74513117	NA	NA	21.55494586	NA	20.02650467	NA	NA	NA	20.17769595	NA	NA	NA	NA	NA	NA	19.8446204	NA	20.77035731	NA	NA	22.46630839	NA	18.76015373	NA	NA	NA
Lef1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21.55162157	NA	NA	22.2710669	NA	21.30697202	NA	21.49908234	NA	NA	NA	NA	21.1797208	21.51812872	19.3027385	21.78341945	NA	22.58123236	NA	NA	19.62564459	NA	NA	NA	19.89528272	19.48470688	NA	NA	20.63539605	NA	21.52274811	NA	NA	NA	NA	20.79997793	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19.73168551	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20.66977815	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Axin2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.58389056	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.54297125	NA	NA	NA	NA	NA	NA	NA	NA
Sox4	NA	NA	NA	NA	NA	NA	22.18213999	NA	NA	NA	21.80229706	20.8862593	15.43495028	14.01099702	15.2087421	16.12236416	15.34885257	15.20133021	20.77469367	18.47940254	NA	NA	NA	21.23001916	21.29340814	17.99030196	16.79817496	16.78665428	18.54161412	17.19126185	NA	21.662477	21.66865247	NA	NA	NA	16.09907864	16.19870977	14.59043384	15.42595634	15.32652881	16.09634056	21.634846	NA	20.04178275	NA	NA	21.93996845	NA	NA	20.39578872	20.14323388	22.09256786	18.29755609	NA	19.23842086	18.44447541	18.07564917	20.10216594	18.26446722	16.83261837	NA	19.22036115	21.22867435	17.033068	NA	19.90444264	19.16691518	NA	17.88249185	NA	17.42900176	NA	NA	19.65246959	21.84001286	NA	18.68868413	17.48927214	18.86957916	21.32639708	19.62929199	NA	22.02950419	NA	21.83052062	20.31282449	NA	NA	NA	19.71153829	20.0200636	NA	NA	NA	NA
Sox13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18.76664529	20.37979905	20.37968202	NA	NA	NA	NA	NA	NA	NA	NA	20.59644687	NA	NA	NA	NA	NA	NA	NA	NA	NA	21.3556263	20.77911388	21.00082301	NA	19.54989336	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19.41757947	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20.80906106	20.35887608	NA	NA	NA	NA	NA	NA	NA	NA	NA
Sox17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Gfi1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	26.47754748	24.14868196	25.60815508	26.50635424	NA	23.50193781	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	25.55215026	27.63251724	24.4289915	23.33948211	24.92266763	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	25.5577895	23.44111254	NA	NA	NA	NA	NA	NA	NA	NA	24.0833286	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	30.72074158	NA	NA	24.69538088	NA	NA	NA
Lck	NA	NA	NA	NA	NA	NA	NA	20.89502051	21.03699569	NA	NA	NA	16.82213862	18.19056787	18.18850549	17.17668679	17.86025349	17.56248072	21.30388401	NA	20.65056121	20.09527371	NA	19.74541792	19.17083398	17.74989954	18.03060257	19.31031516	18.3243543	18.8327841	NA	20.68994837	20.41327706	21.05150624	NA	NA	18.39364677	19.08361555	18.55015728	18.79536024	18.68200176	19.45320214	NA	NA	21.1281819	21.34241988	NA	19.18662223	NA	NA	19.70933534	21.77629806	NA	NA	21.26762234	21.51941842	NA	21.40729742	NA	22.28183025	19.12536368	21.53071951	NA	21.81193252	NA	NA	NA	19.41019547	NA	21.74397853	21.53002973	20.07942796	NA	NA	NA	20.5900688	NA	20.22727464	NA	20.03295998	NA	NA	NA	21.36421173	21.73092277	20.24461828	NA	20.20464575	20.26194396	NA	NA	NA	NA	NA	NA	NA
Lat	NA	NA	NA	NA	NA	NA	NA	19.49142732	18.41000433	20.48555487	NA	21.00029433	16.23064325	15.58853961	16.51019369	16.17024542	15.46578199	17.15376568	20.24763549	NA	NA	20.27710721	20.17437938	20.42732321	16.4357625	16.78114408	16.73193249	17.29255455	17.03009334	16.39950611	NA	NA	20.88841905	20.31380214	NA	18.9378325	19.28156615	18.66707683	NA	NA	17.41584029	17.65249131	NA	19.48196776	20.37491342	NA	NA	20.20599529	NA	19.55206393	20.48055453	20.49741312	19.62478149	NA	NA	NA	NA	NA	NA	NA	21.1880127	NA	18.72433383	20.53808562	20.62294054	18.59599325	18.75694046	NA	20.11248858	NA	NA	NA	NA	19.5516811	20.57194831	20.33606934	NA	NA	NA	NA	20.09928549	NA	19.71741493	NA	NA	NA	20.41169855	19.41327619	NA	NA	NA	NA	19.71342734	19.52861495	NA	NA
Bcl11a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20.95607704	21.73306399	NA	21.69226746	21.94438656	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20.76286115	23.08620712	20.80157739	20.94409964	20.55518736	20.61475669	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.07182804	21.31946132	21.30885661	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.5835501	NA	NA	NA	22.06931233	NA	NA	22.19855364	22.16322967	NA	NA	NA	NA
Bcl11b	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19.06013666	20.98439816	21.47496942	20.00868938	18.99135592	20.90581792	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	25.22343238	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.46997724	NA	NA	22.3969326	NA	NA	NA	NA	NA	NA	NA	NA	22.03956572	NA	NA	NA	NA	NA	NA	21.75175764	NA	NA	NA	NA	NA	22.23413482	22.64453091	NA	NA	NA	23.28630816	NA	NA	NA	NA	23.69835477	20.66782336	NA	23.35184998	NA	29.22455445	NA	NA	NA	24.63288499	NA	NA
Egr1	NA	NA	NA	NA	NA	NA	NA	NA	18.36254286	NA	NA	NA	NA	NA	21.10526862	20.93137386	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18.70081176	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21.68777089	19.49909963	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19.28896395	NA	NA	NA	20.24748078	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20.82946375	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21.12680743	NA	NA	NA	NA
Zbtb7a	NA	NA	NA	NA	NA	NA	26.58958891	23.90879445	23.92397814	21.85053625	21.26363312	22.5582991	17.99164064	17.42029558	17.81417623	17.37754642	17.49639667	17.6128964	24.01813514	NA	21.92301198	24.35328464	22.93351351	21.58310654	18.77065216	18.44636082	19.43203126	18.68400815	19.14378282	18.81727572	NA	21.17280807	23.18364038	22.09933451	23.07328127	23.01321201	17.43136135	18.16417058	18.00796922	17.89370097	17.56916935	18.21609986	23.79520467	21.20116578	21.51930323	22.14838299	22.30026033	22.91308388	22.0456047	22.81096863	21.93657216	23.90632392	22.38830142	24.15420112	21.42012762	21.93297427	22.85428135	21.30925261	22.39142277	20.72937438	21.24958199	21.2859586	23.09454424	22.46511063	21.07925654	20.36395841	22.72456799	22.13682854	22.28250609	21.52672809	21.61160307	23.8898025	23.86310602	20.68625561	22.12832622	21.57852976	21.5114791	19.95019438	21.25021184	21.08254307	20.7981493	20.29405862	21.01032476	24.94184667	22.39623476	23.6844286	21.4831167	22.69204747	23.08094537	28.05655285	21.48442227	20.8778835	20.61806814	23.10971349	NA	NA
Zbtb16	NA	NA	NA	NA	NA	NA	NA	21.01144282	NA	NA	18.37791134	NA	13.50700705	12.92811689	12.91053971	13.27804389	13.58471295	12.82751513	18.96213462	16.47371446	NA	NA	20.61222728	18.43247767	17.21545295	16.0474258	14.94904444	16.72666535	17.14277522	16.1478078	NA	19.55591875	18.04210011	20.39349582	20.34996236	18.87442098	15.33976306	16.53285036	16.42466518	17.68715736	16.11961008	18.52935249	20.8599299	18.58850182	20.62012692	16.86830518	NA	18.70201527	16.00841016	18.35117274	16.49780905	17.6673573	19.7219001	17.52034754	20.9432275	NA	18.60904702	NA	NA	NA	15.88720001	15.03639366	16.79343061	15.53935647	15.93907123	17.7043855	NA	17.54439734	20.49216818	16.70516673	18.52803821	NA	17.08592413	16.75677871	16.44523884	17.65293463	18.30557094	16.6466684	17.98480236	19.55359583	19.59269194	16.61194394	20.9315619	NA	18.89018773	15.41187297	19.26384779	18.81616512	17.91515894	27.56521584	NA	NA	NA	19.12591928	NA	NA
Adam10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.27418263	NA	19.16950421	20.63325591	19.98539645	20.02378388	19.95392459	18.73880723	NA	NA	NA	NA	22.82951917	21.83732806	22.25645629	20.92314397	NA	21.5676298	20.64608556	20.24546414	NA	NA	NA	22.34294243	NA	NA	19.84882062	19.60843848	20.7984687	20.29316169	20.15488987	20.5444215	20.99628438	21.13980962	NA	NA	NA	21.48044686	22.47901308	21.06385347	NA	NA	NA	23.204358	22.7937944	NA	NA	22.28270096	NA	NA	20.92078071	21.15616804	NA	NA	NA	21.10030121	NA	24.18681602	NA	NA	NA	20.79371101	NA	NA	22.02656814	22.45159324	NA	NA	NA	NA	NA	25.83045987	21.1189961	NA	NA	NA	NA	NA	NA	NA	22.35508388	21.65501312	22.10917774	NA	NA	NA
Tet2	NA	NA	NA	NA	NA	NA	NA	23.59409369	NA	23.63710162	NA	NA	21.32996296	20.80896863	20.44850672	20.51689329	18.59299768	19.48628054	23.01207551	22.38868199	NA	NA	24.48575821	23.71427645	23.7264614	21.48114365	20.78724592	20.97909183	24.7281049	20.79698264	NA	NA	NA	NA	NA	NA	21.16561876	20.83297212	22.30619624	19.74356896	19.92517473	20.76925018	NA	24.29683483	NA	NA	NA	NA	NA	NA	NA	25.86457025	NA	NA	22.44402252	22.33011357	22.72495898	NA	22.14359298	NA	24.38228049	NA	26.27894758	24.51635544	22.86718088	20.29644337	23.66286707	24.18469513	23.64272509	22.85880845	23.6944981	32.0649079	NA	21.22259649	NA	NA	NA	23.05712573	NA	24.30389041	20.67950074	NA	22.82338773	22.4374229	23.95546647	25.18370294	NA	NA	NA	NA	24.67458679	23.60518274	24.75719328	24.30477309	NA	NA
